file_name,products_count,error
walgreens_baby-kids_12.13.23_filtered.csv,14.0,
perpetualkid_best-seller_1.9.24.csv,407.0,
walmart_womens-shoes_1.9.24.csv,1001.0,
walmart_womens-accessories_1.9.24.csv,1001.0,
walmart_action-figures-playsets_1.8.24.csv,1019.0,
hasbropulse_allproducts_1.9.24.csv,1875.0,
walmart_baby-toiletries-healthcare_1.8.24.csv,559.0,
walmart_deals_1.8.24.csv,171.0,
nrsworld_kids_1.8.24.csv,34.0,
walmart_maternity-clothing_1.9.24.csv,527.0,
walmart_collectibles-dolls_1.8.24.csv,442.0,
walmart_doll-playsets_1.8.24.csv,1001.0,
netrition_glutenfree_1.8.24.csv,1130.0,
walmart_dog-grooming_1.8.24.csv,1000.0,
walmart_baby-dolls_1.8.24.csv,556.0,
nrsworld_animal_1.8.24.csv,0.0,
dollargeneral_household-supplies_12.13.23_filtered.csv,1128.0,
pacsun_kids_1.8.24.csv,0.0,
dickssportinggoods_womens_1.9.24.csv,13545.0,
torrid_sale_1.8.24.csv,2760.0,
walmart_baseball_1.8.24.csv,1000.0,
rticoutdoors_drinkware_12.13.23_filtered.csv,20.0,
rticoutdoors_black-friday_12.13.23_filtered.csv,36.0,
dickssportinggoods_basketball-apparel_12.13.23_filtered.csv,221.0,
tennisexpress_nike-apparel_1.8.24.csv,5124.0,
pacsun_ps-reserve_1.8.24.csv,0.0,
walmart_boys-clothing_1.8.24.csv,1001.0,
torrid_bottoms_1.8.24.csv,300.0,
walmart_young-adult-clothing_1.9.24.csv,1001.0,
walmart_mens-accessories_1.9.24.csv,1001.0,
walmart_football_1.8.24.csv,481.0,
walmart_kids-family-games_1.9.24.csv,1000.0,
hellobello_all-products_1.7.24.csv,73.0,
ryanspet_cat-toys-treats_12.13.23_filtered.csv,6.0,
shein_automotive_12.13.23_filtered.csv,3458.0,
walmart_dry-catfood_1.8.24.csv,330.0,
nrsworld_mens_1.8.24.csv,41.0,
walmart_womens-clothing_1.9.24.csv,999.0,
sandcloud_new-products_12.13.23_filtered.csv,1.0,
perpetualkid_bath-body_1.9.24.csv,82.0,
walmart_wet-dogfood_1.9.24.csv,481.0,
walmart_0-3month-baby_1.8.24.csv,976.0,
ecosmetics_bath-body_1.7.24.csv,5429.0,
ryanspet_dog-treats_12.13.23_filtered.csv,6.0,
fye_kids_1.3.24.csv,51792.0,
tacticalgear_footwear_1.8.24.csv,961.0,
torrid_sweaters_1.8.24.csv,180.0,
pickleballcentral_apparel_1.9.24.csv,0.0,
dickssportinggoods_fan-gifts_1.6.24.csv,86640.0,
walmart_mens-clothing_1.9.24.csv,1000.0,
ecosmetics_hair_1.7.24.csv,7258.0,
torrid_jeans_1.8.24.csv,114.0,
gnc_vitamins-supplements_1.7.24.csv,47.0,
pickleballcentral_accessories_1.9.24.csv,0.0,
entertainmenthealth_vinyl-figures_1.7.24.csv,1592.0,
torrid_work-wear_1.8.24.csv,300.0,
netrition_vitamins_1.8.24.csv,601.0,
walmart_party-games_1.9.24.csv,815.0,
walmart_dry-dogfood_1.8.24.csv,734.0,
dickssportinggoods_holiday-gift_1.8.24.csv,5195.0,
